,name,sex,year_count,year_min,year_max,pct_sum,pct_max
700,Yuri,F,45,1967,2013,0.13052023545038366,0.006214707796523561
701,Orrin,M,74,1940,2013,0.1701660229788472,0.006213168638340947
702,Nancy,M,63,1940,2004,0.12424576333051357,0.006213168638340947
703,Daniya,F,17,1996,2013,0.06188840105973712,0.0062009363935041275
704,Nechama,F,54,1950,2013,0.14772379080661388,0.006163686980580962
705,Leigh,M,71,1940,2012,0.22149320065132985,0.006122883353240803
706,Sabrena,F,57,1955,2012,0.11312526044560875,0.006120941801284483
707,Tammara,F,53,1946,2006,0.1447339361950311,0.006097244959864885
708,Josias,M,35,1975,2013,0.07491537561446364,0.006091477968887509
709,Leeza,F,42,1956,2013,0.04759253361819903,0.006050620160554326
710,Zulema,F,74,1940,2013,0.173865830247122,0.006049865732932672
711,Joel,F,72,1940,2011,0.12830883632426063,0.0060290030511484065
712,Samantha,M,46,1965,2013,0.062051824455218736,0.006000072000864011
713,Michal,F,74,1940,2013,0.20505477091286742,0.005997605400510463
714,Aryeh,M,53,1954,2013,0.10608451392325897,0.005984609934345623
715,Sol,F,57,1953,2013,0.09300905945927919,0.00598246122970055
716,Che,M,46,1968,2013,0.10615269217945741,0.005975553628686726
717,Jose,F,74,1940,2013,0.20981374444037543,0.005954978256424526
718,Janai,F,47,1960,2013,0.13586377676199912,0.005953048882960425
719,Ona,F,74,1940,2013,0.12413344626048811,0.005947591225553651
720,Ira,F,72,1940,2013,0.1381761977791625,0.005947591225553651
721,Koren,F,60,1950,2010,0.08959842009047203,0.005941530120293133
722,Hyrum,M,59,1940,2013,0.11289336888255967,0.00593700977434536
723,Cal,M,74,1940,2013,0.20600512572808596,0.005915875198274255
724,Liesl,F,49,1965,2013,0.08954348224163372,0.005910787305047458
725,Zachary,F,44,1960,2013,0.08487014565979359,0.005899960273600824
726,Zaynab,F,29,1982,2013,0.05459302891682421,0.005873444544894422
727,Danielle,M,48,1963,2012,0.10436178429174917,0.00585007020084241
728,Rachell,F,71,1940,2013,0.2048790688167999,0.00584918669717697
729,Uziel,M,27,1983,2013,0.07220211860014014,0.005845336330337148
730,Reena,F,70,1942,2013,0.11853852440551382,0.0058440423903940815
731,Adlee,F,8,2006,2013,0.015151441500214463,0.005822363125946847
732,Zofia,F,28,1954,2013,0.05469369536401952,0.0058212599261042415
733,Shilo,F,44,1970,2013,0.09601537552948045,0.005810947040726251
734,Merrie,F,60,1940,2004,0.13238447743520018,0.0057835499033850575
735,Noam,M,51,1961,2013,0.08256755175729623,0.00577087386526185
736,Lazarus,M,69,1940,2013,0.10653428287663688,0.00577087386526185
737,Yakov,M,49,1953,2013,0.09578724506532278,0.005761702067440217
738,Benjamin,F,73,1940,2013,0.12593024391423466,0.005748712976941074
739,Sean,F,67,1942,2013,0.1696364245041991,0.005731389980069373
740,Isa,M,45,1964,2013,0.0716083019392901,0.0057234553559883244
741,Manny,M,74,1940,2013,0.15941000074706554,0.005711160821234602
742,Jude,F,70,1940,2013,0.0868413557866541,0.005700696175926939
743,Mattea,F,37,1975,2013,0.08425465038071181,0.005689639640351557
744,Gianni,F,33,1980,2013,0.08759776263259103,0.005679849301613025
745,Mica,F,62,1952,2013,0.1436669875158087,0.005642710106853396
746,Jenica,F,44,1970,2013,0.1079939299798363,0.005637718978901136
747,Ike,M,74,1940,2013,0.18459190876589904,0.005636265867230902
748,Chava,F,54,1951,2013,0.12397360101633269,0.005592975223119762
749,Mariska,F,25,1971,2013,0.04261804697931591,0.005575631883234804
750,Esai,M,27,1987,2013,0.07929471178388585,0.005567948824363694
751,Jovan,F,28,1974,2003,0.0643317025363851,0.005545378643438384
752,Sarena,F,59,1952,2013,0.12939627241497278,0.005518322843729719
753,Carma,F,71,1940,2013,0.1596091879972245,0.005510268341321765
754,Keturah,F,69,1940,2013,0.16568109173063286,0.005494690533711699
755,Tobie,F,74,1940,2013,0.07797250421994582,0.005488308530752365
756,Neta,F,47,1940,2011,0.07241308512249278,0.005479293822688571
757,Rina,F,74,1940,2013,0.2051061899121655,0.005422307372530591
758,Yana,F,58,1955,2013,0.08873203037457976,0.00541807809482314
759,Arvid,M,46,1940,2010,0.0617236848179812,0.005396828066870204
760,Amal,F,49,1962,2013,0.11428753845510516,0.005392127160811576
761,Michale,M,73,1940,2013,0.175217433646787,0.005387319404547283
762,Sal,M,73,1940,2013,0.14945991622716223,0.0053758471674944215
763,Abe,M,74,1940,2013,0.16996253078478224,0.005375174998595125
764,Neve,F,18,1996,2013,0.04920113219658933,0.005361639781335399
765,Adiel,M,32,1980,2013,0.05517654473271502,0.005352490656989081
766,Dodie,F,43,1941,1987,0.07148649783202958,0.0053503808088453215
767,Rebekka,F,48,1966,2013,0.11378769610168932,0.005345875254863165
768,Toma,M,34,1973,2013,0.02610051920914988,0.0053398564341455845
769,Marika,F,64,1946,2013,0.12709718180963242,0.005308927016078859
770,Rachel,M,65,1940,2012,0.0853155769199929,0.005300063600763209
771,Eben,M,74,1940,2013,0.13039899869965837,0.005299495699989189
772,Judy,M,43,1940,1988,0.06087611691989937,0.005293732953161865
773,Michel,F,71,1942,2012,0.198429713444612,0.005260600701492237
774,Jabez,M,35,1954,2013,0.04443129616216889,0.005258618334121267
775,Jarren,M,37,1973,2013,0.09779337167784166,0.0052547226820104575
776,Hansel,M,73,1940,2013,0.0855824353347716,0.00523653369255242
777,Jordana,F,54,1960,2013,0.16483045921472875,0.005233840517402519
778,Levon,M,74,1940,2013,0.20975034365632758,0.005228982366825663
779,Marlo,M,74,1940,2013,0.13672408678149633,0.0052234056987356175
780,Hannah,M,34,1979,2013,0.03422517691398219,0.00519524277167715
781,Avigail,F,35,1968,2013,0.0652091055466929,0.0051824510690244895
782,Dov,M,63,1949,2013,0.10806998493309113,0.005180251612221165
783,Shayne,F,68,1943,2013,0.1526408362798718,0.005179274451797652
784,Nisa,F,58,1953,2013,0.0823635719690208,0.005174989329918907
785,Nathan,F,57,1943,2013,0.09671430191756206,0.0051746532691598806
786,Johnny,F,74,1940,2013,0.1519562930753117,0.005160410033936256
787,Izak,M,28,1984,2013,0.07211170552995616,0.00515764970323866
788,Thomasina,F,71,1940,2013,0.17025051142317227,0.005145289247580342
789,Rebeka,F,54,1957,2013,0.1379730217289866,0.005143023046826395
790,Talya,F,48,1961,2013,0.12305436494732776,0.005141074802638378
791,Aviva,F,69,1940,2013,0.13303257842442764,0.005136405817150801
792,Jacobo,M,70,1940,2013,0.12087821450317152,0.005123071333540696
793,Rafe,M,62,1943,2013,0.08308848709860682,0.005103953089000053
794,Obie,M,72,1940,2013,0.1057554781213198,0.005091346523084942
795,Yocheved,F,51,1953,2013,0.08893401883507704,0.0050802972373457786
796,Rebbecca,F,67,1942,2009,0.128889606983655,0.005076685390945937
797,Benaiah,M,36,1976,2013,0.03999077954256971,0.00503452091498973
798,Zakai,M,16,1998,2013,0.03568105126027658,0.005022797623468648
799,Daven,M,54,1955,2013,0.11014309826100274,0.005019910703511524
800,Yonatan,M,39,1974,2013,0.09439597854416658,0.00501349130510203
801,Haskell,M,60,1940,2013,0.0720279695307583,0.0050050525142190955
802,Tammera,F,39,1957,2001,0.0753672118224014,0.004981451875283125
803,Shai,F,44,1968,2013,0.06032269028650769,0.004977119077573931
804,Sianna,F,30,1978,2013,0.06605303625848655,0.004950327372965481
805,Makeda,F,46,1968,2013,0.08286599867263139,0.0049420845829055045
806,Jennette,F,70,1940,2011,0.15454277054765456,0.004914387278289465
807,Jamon,M,47,1964,2013,0.13177879732621084,0.004899214301536216
808,Arin,F,45,1969,2013,0.1302761526523322,0.004886015017885689
809,Salome,F,74,1940,2013,0.10802108071849256,0.004877689232663609
810,Deborah,M,46,1943,1990,0.08609028849759993,0.004859431232730796
811,Rubin,M,74,1940,2013,0.20013878541690094,0.004843818205234288
812,Adair,M,45,1942,2013,0.061249415020398046,0.0048268372149149275
813,Tama,F,56,1942,2006,0.07741373798834537,0.004794908894259407
814,Abella,F,12,2000,2013,0.023100445534884488,0.004794887280191521
815,Nilah,F,19,1944,2013,0.03562408217999354,0.004794887280191521
816,Hosea,M,74,1940,2013,0.16020394977589264,0.004746170487621556
817,Noah,F,39,1961,2013,0.07724856290420107,0.004743895097756956
818,Orin,M,74,1940,2013,0.16177419010696184,0.004707637598815124
819,Akiva,M,45,1961,2013,0.08061532989806736,0.004702193519842989
820,Janina,F,74,1940,2013,0.1346899150176243,0.0046993330561931786
821,Adara,F,31,1979,2013,0.0822486589465475,0.004680723297329818
822,Tammy,M,41,1943,1999,0.07600711350213112,0.004678689644231364
823,Arley,M,74,1940,2013,0.0810655555831805,0.004663556215990487
824,Nissa,F,46,1968,2013,0.08461516292862357,0.0046340876673978985
825,Salman,M,39,1974,2013,0.07346881056208734,0.004610561258990595
826,Adah,F,56,1940,2013,0.05881406830784236,0.004606623172466213
827,Denae,F,60,1953,2013,0.13950850360813868,0.004598602369774766
828,Jethro,M,74,1940,2013,0.09118477657494538,0.004595325485301104
829,Michele,M,74,1940,2013,0.12433595545605537,0.004581540526240215
830,Arie,F,73,1940,2013,0.08714383556614787,0.004566559314468115
831,Bracha,F,45,1959,2013,0.08584190801974463,0.004566559314468115
832,Jayce,F,36,1953,2013,0.062440957730012674,0.004549040382810386
833,Bethel,F,73,1940,2013,0.10337129374033212,0.004548157996011615
834,Jessy,F,43,1968,2013,0.09403555449942091,0.004537965120415745
835,Job,M,68,1943,2013,0.13168705186654123,0.004534379193975009
836,Efrem,M,59,1946,2013,0.08126121802376071,0.004528333899852743
837,Juan,F,73,1940,2013,0.1408074057710045,0.004527854537870701
838,Josephina,F,73,1940,2013,0.11718573514965892,0.004505065548703733
839,Mattias,M,30,1975,2013,0.05261683105686573,0.004504571344990811
840,Susan,M,54,1940,2004,0.1348455187188368,0.004499529404888529
841,Abigail,M,35,1976,2013,0.030176114933494494,0.004489093268730742
842,Rebecca,M,70,1940,2009,0.1090653512466079,0.004481032429871842
843,Thomasine,F,50,1940,1994,0.0931927494975021,0.004470579859044273
844,Sheba,F,56,1948,2013,0.06451900478284323,0.004459250681236296
845,Eman,F,42,1972,2013,0.08810628022724142,0.004391526244372315
846,Marna,F,50,1940,2001,0.1169452496661865,0.004386635699389783
847,Caine,M,44,1968,2013,0.06898670570784846,0.004371722129411817
848,Meri,F,73,1941,2013,0.1328224140402959,0.004362499950426137
849,Saad,M,39,1973,2013,0.0881090854953888,0.004345586473991135
850,Lyssa,F,64,1947,2013,0.07895123165850072,0.0043402683587926245
851,Jourdan,M,37,1973,2013,0.08510427638344362,0.004336314833997098
852,Jaeden,F,19,1995,2013,0.04598170272615453,0.0043283425899596694
853,Debra,M,34,1949,1984,0.05809852703483172,0.004319463601156439
854,Harrell,M,62,1940,2010,0.0849206286601636,0.004314700443292324
855,Tobey,M,72,1942,2013,0.08412856394661161,0.00430757723105895
856,Vita,F,74,1940,2013,0.14069157225587944,0.004305002827227819
857,Chavon,F,30,1965,2007,0.03945338542735432,0.004299226139294927
858,Genesis,M,42,1970,2013,0.08251905038674318,0.004281636536631779
859,Edyn,F,17,1996,2013,0.030894334933454254,0.004281149357313859
860,Lavon,M,74,1940,2013,0.1905287964707997,0.004245464681271739
861,Tal,M,59,1946,2013,0.05930749648836088,0.004232741733849137
862,Elijah,F,39,1948,2013,0.053340110727517154,0.0041986197991642025
863,Bartholomew,M,74,1940,2013,0.15789161416097677,0.004195601483971531
864,Arie,M,71,1940,2013,0.07281785862739411,0.004167853347133559
865,Zipporah,F,54,1948,2013,0.09715164612851583,0.0041618660332201195
866,Zach,M,58,1945,2013,0.10680908393296583,0.004151080004826837
867,Jawaun,M,34,1975,2013,0.041746512904222606,0.004140147166308119
868,Ahuva,F,40,1971,2013,0.052819850903698375,0.004119996884605096
869,Chanin,F,17,1966,1995,0.01831604122003293,0.0041187645765652595
870,Ray,F,65,1940,2013,0.09425119133680875,0.004110835111779729
871,Mozelle,F,39,1940,2012,0.04501272749281169,0.004110835111779729
872,Meira,F,40,1973,2013,0.048761272403869224,0.0041091246537206414
873,Nahum,M,45,1953,2013,0.07543681048055102,0.004102811632677688
874,Sharona,F,42,1957,2003,0.04098202264522346,0.004096854459245335
875,Lorianne,F,59,1954,2013,0.09157717942752183,0.00409024139537696
876,Kezia,F,52,1961,2013,0.0980329084789518,0.004063558571117355
877,Heber,M,73,1940,2013,0.09130970582148794,0.004060927957132644
878,Janice,M,44,1940,1988,0.054297507550862836,0.004055818416694784
879,Salomon,M,74,1940,2013,0.14208918142767077,0.004035140016836622
880,Issiah,M,40,1944,2013,0.06471416553256705,0.004031242654107339
881,Adaya,F,17,1995,2013,0.029242725852612065,0.00402805860825275
882,Jalan,M,23,1980,2013,0.04295797582012714,0.0040259946754946365
883,Lyda,F,72,1940,2013,0.06702347165974384,0.004023370534933352
884,Jobina,F,6,1974,1979,0.00843737370540205,0.003979023684795464
885,Mathieu,M,51,1955,2013,0.10319336946301454,0.003978888853404646
886,Sherice,F,50,1958,2010,0.08962382126265006,0.003977724741447892
887,Marne,F,52,1942,2000,0.04878648093618543,0.003971683673771831
888,Esau,M,74,1940,2013,0.10776357345671288,0.00395800651623024
889,Mahala,F,70,1940,2013,0.09119958261576273,0.003944818563001218
890,Lael,F,74,1940,2013,0.08206174528444056,0.0039386574087287496
891,Jairus,M,45,1960,2013,0.10695613374185545,0.003926535052701954
892,Mendel,M,71,1941,2013,0.09074761262818148,0.003921626817992
893,Jere,F,54,1940,2004,0.05602292909607199,0.0038994577981179795
894,Eathan,M,26,1973,2013,0.05418295857099771,0.0038985195859187424
895,Abra,F,52,1955,2012,0.050813612735239135,0.003892357744803852
896,Abbe,F,60,1949,2010,0.07316240567579967,0.0038789875245793535
897,Bari,F,63,1940,2003,0.10212899431504546,0.003857379810474072
898,Zuriel,M,31,1977,2013,0.057819639507878294,0.0038411347116268117
899,Elisheva,F,45,1965,2013,0.09043776948619563,0.0038237687749900413
900,Bennett,F,28,1941,2013,0.036666791345934646,0.0038237687749900413
901,Gavriel,M,39,1974,2013,0.054181135111315316,0.0038058991436726924
902,Tirzah,F,52,1961,2013,0.08042738634285593,0.003800464117284626
903,Ezell,M,72,1940,2013,0.10725602953045513,0.0037847885144284546
904,Zeb,M,74,1940,2013,0.08433892987110561,0.0037752286917380573
905,Samuel,F,74,1940,2013,0.1281046999977611,0.00377259289111758
906,Jeriah,M,31,1977,2013,0.04458162113843029,0.003740381208966014
907,Lida,F,74,1940,2013,0.10054748488861616,0.003725483215870227
908,Tamir,M,42,1971,2013,0.07316295484029958,0.0037171198498911827
909,Eliott,M,49,1940,2013,0.06485845422669047,0.003700179723015118
910,Aharon,M,48,1959,2013,0.08450459837774915,0.003700179723015118
911,Jarid,M,43,1970,2012,0.07447770352549223,0.0037000444005328066
912,Gabby,F,28,1961,2013,0.03386277067489991,0.003685298537972971
913,Tova,F,63,1942,2013,0.11164426280582228,0.0036841626759856177
914,Michal,M,74,1940,2013,0.18600365747676068,0.003681976831702254
915,Seana,F,59,1955,2013,0.10588390975796863,0.0036752893697590077
916,Aine,F,41,1966,2013,0.06331116762356999,0.0036708728294594663
917,Sharan,F,54,1940,2007,0.06821512108334232,0.0036668637370869984
918,Zuria,F,7,1998,2013,0.010847832754897781,0.0036532474515744923
919,Aleeza,F,29,1977,2013,0.045043444047094455,0.003652555247751681
920,Tobey,F,53,1940,2005,0.043978084564712486,0.0036360044016234415
921,Elam,M,73,1940,2013,0.07352002716278723,0.003633513174424128
922,Sharayah,F,26,1985,2012,0.03263177352368278,0.003625246214638744
923,Arlis,M,65,1940,2013,0.05293462668107132,0.003624348372365552
924,Shalom,M,54,1947,2013,0.07254193484564805,0.003607060428717429
925,Jarron,M,40,1974,2013,0.07283678992574953,0.0036061822327522744
926,Obadiah,M,58,1941,2013,0.06260458233077348,0.003603657075992648
927,Jadin,F,20,1991,2013,0.03523080110150173,0.003598816970712173
928,Isa,F,74,1940,2013,0.08537787819448354,0.003595484072005561
929,Ronnell,M,71,1940,2013,0.1194050183393955,0.003584825943897474
930,Jodie,M,74,1940,2013,0.1233241711516535,0.0035758365082850458
931,Jerusha,F,55,1940,2013,0.05607349965794418,0.0035674005449890375
932,Simona,F,74,1940,2013,0.1523847435624317,0.003549871087088856
933,Eila,F,16,1947,2013,0.020456703995818275,0.00353908346871279
934,Marilyn,M,46,1940,1997,0.03766975216658016,0.0035380543634997057
935,Sari,F,74,1940,2013,0.17068136891225635,0.0034987966883546326
936,Viva,F,55,1940,2013,0.050645285511988054,0.0034985830738550883
937,Malana,F,48,1953,2013,0.050554024008699114,0.0034912835156703918
938,Natanael,M,39,1962,2013,0.06832027018302238,0.0034873459881875003
939,Addy,F,40,1974,2013,0.05467488193151335,0.0034813417205133207
940,Shamus,M,50,1959,2013,0.08822229158688961,0.0034753227947387473
941,Abiel,M,41,1971,2013,0.045345452371988504,0.0034732111226112986
942,Ash,M,21,1975,2013,0.03454321827913598,0.003444672204992973
943,Jesus,F,74,1940,2013,0.1192821484076103,0.0034286820312175973
944,Brina,F,50,1947,2013,0.07021921036718115,0.003424452301660003
945,Mahalia,F,70,1940,2013,0.08488208969096739,0.003424452301660003
946,Shae,M,46,1964,2013,0.07430862744406368,0.003410584700896594
947,Sammi,F,57,1946,2013,0.0813678599981826,0.0034074174024984545
948,Davie,M,72,1940,2013,0.11972432244778503,0.003403984109912474
949,Haya,F,28,1960,2013,0.03622852755677221,0.0033973845896938326
950,Susette,F,50,1943,2011,0.05864911874227075,0.0033924364417945744
951,Suzi,F,63,1940,2013,0.07848491539187373,0.003373333859488552
952,Janet,M,55,1940,1995,0.06756840205440434,0.0033654663457680124
953,Seema,F,48,1966,2013,0.06486807909756194,0.003358641093813443
954,Joao,M,47,1953,2013,0.07316626416210845,0.003348597787555683
955,Ezekial,M,43,1954,2013,0.04913017063224783,0.003330161750713606
956,Maija,F,55,1952,2013,0.059616219793516355,0.0033285717831892454
957,Naoma,F,36,1940,2009,0.03483920668564475,0.0033236539201623345
958,Amon,M,72,1940,2013,0.08674189096553671,0.0033137416480309313
959,Jawon,M,34,1975,2013,0.037981831173187645,0.00329088620911671
960,Caleb,F,34,1980,2013,0.030545176122957755,0.003271651791556521
961,Jimmy,F,60,1940,2002,0.0937095365727748,0.003240208729725147
962,Maida,F,73,1940,2013,0.07622921811686026,0.0032361893433159573
963,Eliora,F,14,2000,2013,0.017369663045054315,0.0032246362207263494
964,Hanan,F,45,1966,2013,0.07882906056994321,0.0032246362207263494
965,Levi,F,39,1975,2013,0.03588770297433498,0.0032246362207263494
966,Mishelle,F,59,1954,2013,0.06282031046396454,0.0032010584833384904
967,Sima,F,69,1942,2013,0.08196270303939318,0.0031975962747461434
968,Maris,F,74,1940,2013,0.10652967161196442,0.0031975962747461434
969,Nava,F,36,1967,2013,0.037385510121229606,0.0031965915201276813
970,Faiga,F,31,1979,2013,0.0413793492440616,0.0031965915201276813
971,Jaison,M,46,1968,2013,0.07923134242232538,0.0031957067641899197
972,Eoin,M,35,1971,2013,0.049388765723937696,0.0031926748889025153
973,Orpha,F,46,1940,2012,0.03981545886852083,0.0031839139780487644
974,Ruth,M,54,1940,2008,0.04710323010153108,0.003176239771897119
975,Asa,F,53,1946,2013,0.05449917961498365,0.0031670534310705217
976,Abbagail,F,29,1982,2013,0.04293752946034837,0.0031654619718863315
977,Isaiah,F,33,1976,2013,0.030698411372582963,0.00316259673183797
978,Ariza,F,15,1994,2013,0.02002569784911548,0.0031605455553134977
979,Eithan,M,22,1989,2013,0.0327520179778287,0.0031526070189856403
980,Simcha,M,52,1956,2013,0.060974405295933384,0.0031267024629936216
981,Levin,M,68,1941,2013,0.050459677796466,0.0031187229093984563
982,Yuri,M,51,1961,2013,0.08125804303083495,0.0031187229093984563
983,Zacharie,M,36,1976,2013,0.05357709585059312,0.0031071613336557872
984,Jerron,M,49,1960,2013,0.0833337402628552,0.003100037200446405
985,Jarin,M,40,1973,2013,0.049394009462532036,0.003091013342359092
986,Melita,F,72,1940,2013,0.08693753688450584,0.0030861657476750886
987,Hareem,F,7,1995,2013,0.006591965713450007,0.0030824275372659782
988,Shelly,M,56,1940,2007,0.08288307087811672,0.00307167159251093
989,Marya,F,74,1940,2013,0.10992131576579518,0.0030666756622486093
990,Joline,F,73,1940,2013,0.09629285537373185,0.0030666756622486093
991,Leda,F,74,1940,2013,0.09319093001521772,0.0030612601896232022
992,Jay,F,71,1940,2013,0.10578089420581194,0.0030603266898741443
993,Maraya,F,29,1977,2013,0.04004853272301618,0.0030555472142628727
994,Adriel,F,37,1977,2013,0.03460421169686829,0.0030518878517588662
995,Yisrael,M,35,1976,2013,0.03812303517615325,0.0030457389844437545
996,Zaki,M,37,1974,2013,0.04612407402027354,0.0030454693485790184
997,Mateusz,M,27,1987,2013,0.053195124350504726,0.0030454693485790184
998,Israel,F,41,1951,2013,0.054000950957972846,0.0030223051329683987
999,Alizah,F,22,1990,2013,0.03410386997241914,0.0030210439561895626
1000,Enos,M,74,1940,2013,0.1016591260931843,0.0030138130763041403
1001,Arin,M,49,1961,2013,0.07660155027396506,0.0030130034887408817
1002,Jona,F,71,1942,2013,0.09139808289367882,0.0030086903645899312
1003,Armin,M,74,1940,2013,0.08879796412808579,0.0029899653721468
1004,Sharolyn,F,53,1940,2000,0.07735949271069263,0.0029838185226272905
1005,Samyra,F,32,1976,2013,0.039764131122396976,0.0029701964237792886
1006,Ann,M,49,1940,2004,0.04695450520111846,0.002969432946944924
1007,Aniela,F,32,1977,2013,0.03445257466765811,0.002968263554404275
1008,Edin,M,34,1977,2013,0.04050925538418085,0.002967717591993946
1009,Tira,F,56,1951,2012,0.05725465632272409,0.0029499658352793957
1010,Adena,F,71,1941,2013,0.08591761344225647,0.0029499658352793957
1011,Henna,F,37,1974,2013,0.053486688340795854,0.0029462138095156035
1012,Suzannah,F,67,1940,2013,0.09513991515852468,0.002944897568533996
1013,Dagan,M,42,1969,2013,0.05065556659653896,0.0029392879929578714
1014,Bram,M,50,1948,2013,0.05145275999033798,0.002938870949901868
1015,Aviel,M,31,1979,2013,0.026983382904009017,0.002938870949901868
1016,Aziza,F,41,1973,2013,0.07379463549136606,0.002938119290254846
1017,Marja,F,44,1943,1999,0.025086148014803744,0.002938119290254846
1018,Yakira,F,28,1981,2013,0.04155784682089547,0.0029316090107314135
1019,Abria,F,27,1979,2013,0.042374337582708504,0.002930970123460204
1020,Efraim,M,65,1944,2013,0.0641853898917768,0.0029274693334518263
1021,Leron,M,68,1940,2013,0.08552233204379997,0.0029216497714428047
1022,Shai,M,38,1971,2013,0.04698851948556192,0.002914722634994054
1023,Anna,M,73,1940,2013,0.06489560310137472,0.002900034800417605
1024,Jai,F,44,1957,2013,0.05205418216472046,0.0028882649229852652
1025,Ysabel,F,51,1942,2013,0.05206948123619196,0.0028882649229852652
1026,Chaniya,F,18,1996,2013,0.03260859411529899,0.0028783539878747925
1027,Blima,F,49,1950,2013,0.05563754747035657,0.0028783539878747925
1028,Baruch,M,64,1945,2013,0.0675021627486823,0.002875193095354472
1029,Isak,M,31,1979,2013,0.03999038052128178,0.0028750372619960928
1030,Jozef,M,42,1967,2013,0.04523471221030291,0.002857690043908157
1031,Ori,M,37,1971,2013,0.0431774530684495,0.0028544243577545195
1032,Serita,F,60,1941,2002,0.06934599120976871,0.0028359693077221674
1033,Jalena,F,40,1966,2013,0.04853369356512383,0.002835431552682318
1034,Saba,F,43,1970,2013,0.07145568463632784,0.0028350359299112414
1035,Eliah,M,36,1972,2013,0.03300111419075923,0.0028303097875144925
1036,Elie,M,74,1940,2013,0.08850868858604219,0.0028303097875144925
1037,Gamaliel,M,57,1949,2013,0.07805643072087225,0.002824598011785635
1038,Ezri,F,15,1999,2013,0.021041991887469247,0.0028215566931355557
1039,Elisabet,F,49,1961,2013,0.07458468618753511,0.002821355053426698
1040,Tammey,F,24,1957,1983,0.043701822613358546,0.002802066679846758
1041,Abran,M,73,1940,2013,0.0916806646325624,0.002787255855391085
1042,Abbott,M,41,1941,2013,0.024617829837007086,0.0027785688980890393
1043,Jared,F,39,1970,2010,0.04447860162451988,0.002776886613811289
1044,Shavar,M,28,1981,2013,0.018462970735548305,0.002771761726318421
1045,Shalom,F,39,1969,2013,0.040667627119657865,0.002763973903479728
1046,Rani,F,64,1946,2013,0.09242619206641843,0.0027610108455135545
1047,Riki,F,66,1945,2013,0.06372774263360448,0.0027588837556324713
1048,Mallie,F,65,1940,2013,0.05475363284677164,0.0027560401003834606
1049,Oshea,M,28,1986,2013,0.03185226920025714,0.002754777370626217
1050,Rahim,M,46,1967,2013,0.07489618224866262,0.0027526342069212747
1051,Adon,M,33,1969,2013,0.03006705274549003,0.0027512972125015083
1052,Kaija,F,40,1967,2013,0.044559707798867615,0.0027297152906951808
1053,Giacomo,M,69,1940,2013,0.06814793637573617,0.0027289637101431193
1054,Jemima,F,48,1941,2013,0.049133227000142804,0.002728846527488217
1055,Mordecai,M,60,1942,2013,0.03442703696178447,0.002725134880818096
1056,Uzziah,M,18,1993,2013,0.02010387824607064,0.002725134880818096
1057,Raelene,F,74,1940,2013,0.1270933738210278,0.00271876277509554
1058,Marie,M,54,1940,1996,0.054103779206730034,0.0026875874992975625
1059,Nasya,F,28,1985,2013,0.03643487582299611,0.002686774274610457
1060,Matea,F,26,1988,2013,0.033106166418936885,0.002686774274610457
1061,Shifra,F,52,1946,2013,0.06540635068174334,0.002682853597250018
1062,Josua,M,41,1971,2013,0.04003818172841394,0.0026801560708483176
1063,Jeriel,M,34,1970,2013,0.032865454866864804,0.002678686048897645
1064,Juanita,M,44,1940,1990,0.026043547492592484,0.0026751142748412406
1065,Tamarra,F,65,1943,2013,0.07160112045794675,0.0026746322869867396
1066,Zamira,F,25,1979,2013,0.031380756520026795,0.0026742695969384526
1067,Sampson,M,74,1940,2013,0.11866379504833065,0.002658084355088798
1068,Sara,M,61,1940,2010,0.05712947689566209,0.0026265529494313516
1069,Sheli,F,34,1954,1991,0.03793978186393153,0.0026218153327419004
1070,Yasser,M,36,1975,2013,0.03292351864909642,0.00261826684627621
1071,Sol,M,74,1940,2013,0.09024552601596268,0.002613811904867702
1072,Shaune,F,36,1950,1996,0.019684840092352135,0.002608269875312844
1073,Jo,M,71,1940,2012,0.07131646748776585,0.0026061454538643027
1074,Mikel,F,64,1940,2013,0.05683801732603578,0.0025996385320786533
1075,Cassia,F,48,1954,2013,0.07797054350341476,0.0025912255345122447
1076,Nana,F,74,1940,2013,0.089951500679534,0.002590282362822504
1077,Zaneta,F,47,1949,2013,0.05449518633873928,0.002589461581884817
1078,Johannes,M,65,1941,2013,0.08142294521824252,0.00258454633863537
1079,Jannelle,F,62,1948,2013,0.06148223180339677,0.0025789565541781793
1080,Bess,F,74,1940,2013,0.08834126318159055,0.0025664439931550455
1081,Zak,M,49,1965,2013,0.06460980007681053,0.002564832829005267
1082,Daviana,F,25,1989,2013,0.03360921837422024,0.002562589864734251
1083,Jon,F,58,1940,2009,0.06911179755099837,0.002562025507224535
1084,Shamir,M,35,1975,2013,0.05694831522749142,0.002561535666770348
1085,Janaye,F,35,1976,2013,0.049399169474899855,0.0025499076607906667
1086,Thersa,F,44,1940,2001,0.04867591513449007,0.0025496530772046284
1087,Esdras,M,35,1972,2013,0.044046797060055265,0.002543757935994811
1088,Ebenezer,M,35,1946,2013,0.03130040475224495,0.002543757935994811
1089,Levy,M,74,1940,2013,0.09403048147688708,0.002537266095781795
1090,Odelia,F,67,1940,2013,0.06212466690619387,0.0025364727285449393
1091,Tam,M,45,1948,2013,0.047039813356588,0.0025362141049893394
1092,Caeley,F,17,1996,2012,0.02282208441497158,0.0025351699721241528
1093,Jace,F,27,1982,2013,0.03018698921636181,0.0025336427448564174
1094,Zebadiah,M,40,1974,2013,0.04555698117129791,0.002524327562926592
